nodenumber,    x-coordinate,    y-coordinate,pressure-coefficient,      x-velocity,      y-velocity
      6112,-3.153187931E-01,-3.812881932E-02,-2.500807866E-02, 1.371371155E+02, 1.422117805E+01
      6113,-3.352341354E-01,-3.809451312E-02,-4.435756430E-02, 1.367118683E+02, 1.430388546E+01
      6114,-1.019085526E+00,-3.809149191E-02, 8.979281783E-02, 1.087415695E+02,-7.561178589E+01
      6115,-1.440963387E+00,-3.808668256E-02, 9.875109792E-02, 1.312766571E+02,-1.236610317E+01
      6116,-9.754839540E-02,-3.807503730E-02, 1.826439798E-01, 1.247998123E+02, 1.081275177E+01
      6117,-3.252671659E-01,-3.805119917E-02,-3.458149731E-02, 1.371978149E+02, 1.429283524E+01
      6118,-9.722878933E-01,-3.797734529E-02,-1.202185154E+00, 1.745550690E+02,-1.094767914E+02
      6119,-1.611749977E-01,-3.792760149E-02, 1.134486049E-01, 1.296045074E+02, 1.226694298E+01
      6120,-2.133554369E-01,-3.791167215E-02, 6.491499394E-02, 1.327597809E+02, 1.304632282E+01
      6121,-2.545098662E-01,-3.788559139E-02, 2.876233682E-02, 1.349231567E+02, 1.354078865E+01
      6122,-1.294756532E-01,-3.785349056E-02, 1.458563954E-01, 1.273957062E+02, 1.165411949E+01
      6123,-9.712020159E-01,-3.778968006E-02,-1.234597445E+00, 1.766012878E+02,-1.093985138E+02
      6124,-2.339622229E-01,-3.778536618E-02, 4.669239372E-02, 1.338866425E+02, 1.331037712E+01
      6125,-2.849296629E-01,-3.765863925E-02, 2.697349060E-03, 1.360015564E+02, 1.385101509E+01
      6126,-9.702148438E-01,-3.761907667E-02,-1.260708928E+00, 1.773689575E+02,-1.093875809E+02
      6127,-5.446790531E-02,-3.750105947E-02, 2.440627813E-01, 1.202749786E+02, 8.820554733E+00
      6128,-1.014540434E+00,-3.737922013E-02, 3.244707733E-02, 1.100468750E+02,-8.079139709E+01
      6129,-1.095376909E-02,-3.728451580E-02, 3.135163188E-01, 1.150133591E+02, 3.463117599E+00
      6130,-2.948635221E-01,-3.728195280E-02,-5.705062300E-03, 1.361748657E+02, 1.396969128E+01
      6131,-1.819790006E-01,-3.727114573E-02, 9.365256876E-02, 1.308640289E+02, 1.263772678E+01
      6132,-1.074564576E+00,-3.718787432E-02, 3.159749508E-01, 1.082301941E+02,-3.916974258E+01
      6133,-2.644405365E-01,-3.716007248E-02, 2.023556828E-02, 1.351922302E+02, 1.366642189E+01
      6134,-3.347592950E-01,-3.714972734E-02,-4.405121133E-02, 1.360040894E+02, 1.425926208E+01
      6135,-1.650807738E+00,-3.707643226E-02, 6.122707203E-02, 1.341126556E+02,-1.093222904E+01
      6136,-3.048124015E-01,-3.705415875E-02,-1.475370768E-02, 1.364310303E+02, 1.411436749E+01
      6137,-1.869858384E+00,-3.701837733E-02, 4.119080678E-02, 1.355867157E+02,-1.033079338E+01
      6138,-8.671219647E-02,-3.701331094E-02, 1.970836520E-01, 1.237158356E+02, 1.052912903E+01
      6139,-3.247598708E-01,-3.700366616E-02,-3.396493196E-02, 1.359860840E+02, 1.422737694E+01
      6140,-3.147775233E-01,-3.696787357E-02,-2.436238527E-02, 1.364819336E+02, 1.421657372E+01
      6141,-1.504331380E-01,-3.690270334E-02, 1.242783070E-01, 1.288161774E+02, 1.213252449E+01
      6142,-2.026938051E-01,-3.689043969E-02, 7.463123649E-02, 1.320669861E+02, 1.295307922E+01
      6143,-1.156489015E+00,-3.688097373E-02, 2.491805106E-01, 1.183497772E+02,-2.266992378E+01
      6144,-2.439109087E-01,-3.685138375E-02, 3.808626533E-02, 1.342687836E+02, 1.346314335E+01
      6145,-1.186876819E-01,-3.682221845E-02, 1.579443365E-01, 1.265037231E+02, 1.147494411E+01
      6146,-2.233331800E-01,-3.675676137E-02, 5.617008358E-02, 1.332157440E+02, 1.322652912E+01
      6147,-1.010408521E+00,-3.673169762E-02,-3.295550123E-02, 1.118212967E+02,-8.588427734E+01
      6148,-2.743814588E-01,-3.660981730E-02, 1.173772104E-02, 1.353711090E+02, 1.377287674E+01
      6149,-1.267351866E+00,-3.651311621E-02, 1.661746651E-01, 1.258953476E+02,-1.578957748E+01
      6150,-4.357635230E-02,-3.642918169E-02, 2.628140450E-01, 1.188344040E+02, 8.073246956E+00
      6151,-1.712791771E-01,-3.624945879E-02, 1.039312333E-01, 1.301220398E+02, 1.252487469E+01
      6152,-2.843360901E-01,-3.622373194E-02, 3.364046337E-03, 1.355440521E+02, 1.387311745E+01
      6153, 2.677943201E-09,-3.621872887E-02, 3.281766176E-01, 1.138541260E+02, 1.457021475E+00
      6154, 1.000002725E-03,-3.621872887E-02, 3.289188743E-01, 1.137910461E+02, 1.266130447E+00
      6155, 2.100002719E-03,-3.621872887E-02, 3.296055794E-01, 1.137346115E+02, 1.016205072E+00
      6156, 3.310002619E-03,-3.621872887E-02, 3.302682638E-01, 1.136819458E+02, 7.292332649E-01
      6157, 4.641002510E-03,-3.621872887E-02, 3.308296502E-01, 1.136370163E+02, 4.081268609E-01
      6158, 6.105102599E-03,-3.621872887E-02, 3.312466145E-01, 1.136031494E+02, 5.159249157E-02
      6159, 7.715612650E-03,-3.621872887E-02, 3.314583600E-01, 1.135849457E+02,-3.425173759E-01
      6160, 9.487173520E-03,-3.621872887E-02, 3.313921392E-01, 1.135879822E+02,-7.761689425E-01
      6161, 1.143589057E-02,-3.621872887E-02, 3.309624195E-01, 1.136188507E+02,-1.250625730E+00
      6162, 1.357947942E-02,-3.621872887E-02, 3.300712705E-01, 1.136851044E+02,-1.766028285E+00
      6163, 1.593742706E-02,-3.621872887E-02, 3.286101818E-01, 1.137950592E+02,-2.320970774E+00
      6164, 1.853116974E-02,-3.621872887E-02, 3.264667094E-01, 1.139573822E+02,-2.912095070E+00
      6165, 2.138428576E-02,-3.621872887E-02, 3.235318065E-01, 1.141803513E+02,-3.533820629E+00
      6166, 2.452271432E-02,-3.621872887E-02, 3.197107911E-01, 1.144711227E+02,-4.178288460E+00
      6167, 2.797498554E-02,-3.621872887E-02, 3.149335980E-01, 1.148348160E+02,-4.835632324E+00
      6168, 3.177248314E-02,-3.621872887E-02, 3.091649115E-01, 1.152738190E+02,-5.494601250E+00
      6169, 3.594973311E-02,-3.621872887E-02, 3.024096191E-01, 1.157872620E+02,-6.143436432E+00
      6170, 4.054470733E-02,-3.621872887E-02, 2.947132885E-01, 1.163712616E+02,-6.770923615E+00
      6171, 4.559917748E-02,-3.621872887E-02, 2.861558795E-01, 1.170191040E+02,-7.367221832E+00
      6172, 5.115909129E-02,-3.621872887E-02, 2.768428326E-01, 1.177219086E+02,-7.924471855E+00
      6173, 5.727500096E-02,-3.621872887E-02, 2.668964267E-01, 1.184696884E+02,-8.437147141E+00
      6174, 6.400249898E-02,-3.621872887E-02, 2.564448118E-01, 1.192520142E+02,-8.901939392E+00
      6175, 7.140275091E-02,-3.621872887E-02, 2.456125617E-01, 1.200588074E+02,-9.317615509E+00
      6176, 7.954302430E-02,-3.621872887E-02, 2.345133126E-01, 1.208806610E+02,-9.684682846E+00
      6177, 8.849732578E-02,-3.621872887E-02, 2.232501656E-01, 1.217092133E+02,-1.000499058E+01
      6178, 9.834706038E-02,-3.621872887E-02, 2.119088918E-01, 1.225365982E+02,-1.028018475E+01
      6179, 1.091817692E-01,-3.621872887E-02, 2.005739808E-01, 1.233547058E+02,-1.051248932E+01
      6180, 1.210999414E-01,-3.621872887E-02, 1.893222779E-01, 1.241580658E+02,-1.070590973E+01
      6181, 1.342099458E-01,-3.621872887E-02, 1.781895459E-01, 1.249456253E+02,-1.086302280E+01
      6182, 1.486309320E-01,-3.621872887E-02, 1.672395021E-01, 1.257206879E+02,-1.099023628E+01
      6183, 1.644940227E-01,-3.621872887E-02, 1.564830393E-01, 1.264888763E+02,-1.109081459E+01
      6184, 1.819434315E-01,-3.621872887E-02, 1.459556073E-01, 1.272361984E+02,-1.116231251E+01
      6185, 2.011377662E-01,-3.621872887E-02, 1.357761174E-01, 1.279126663E+02,-1.120650673E+01
      6186, 2.222515494E-01,-3.621872887E-02, 1.259971559E-01, 1.284187012E+02,-1.121531773E+01
      6187, 2.454767078E-01,-3.621872887E-02, 1.166294292E-01, 1.286699829E+02,-1.118110752E+01
      6188, 2.710243762E-01,-3.621872887E-02, 1.076355949E-01, 1.286867065E+02,-1.111336136E+01
      6189, 2.991268039E-01,-3.621872887E-02, 9.898652881E-02, 1.286154938E+02,-1.103110790E+01
      6190, 3.300395012E-01,-3.621872887E-02, 9.058564156E-02, 1.286923828E+02,-1.096228504E+01
      6191, 3.640434444E-01,-3.621872887E-02, 8.251646906E-02, 1.291551819E+02,-1.092836666E+01
      6192, 4.014477730E-01,-3.621872887E-02, 7.502157241E-02, 1.301236877E+02,-1.092796993E+01
      6193, 4.425925612E-01,-3.621872887E-02, 6.804379821E-02, 1.314845428E+02,-1.094591713E+01
      6194, 4.878518283E-01,-3.621872887E-02, 6.149331480E-02, 1.329239807E+02,-1.095994377E+01
      6195, 5.376369953E-01,-3.621872887E-02, 5.541617423E-02, 1.341103210E+02,-1.094929409E+01
      6196, 5.924006701E-01,-3.621872887E-02, 4.978093877E-02, 1.349064941E+02,-1.090702629E+01
      6197, 6.526407599E-01,-3.621872887E-02, 4.451446235E-02, 1.353851166E+02,-1.084294987E+01
      6198, 7.189048529E-01,-3.621872887E-02, 3.963440657E-02, 1.357021942E+02,-1.076974964E+01
      6199, 7.917953134E-01,-3.621872887E-02, 3.515299037E-02, 1.359772644E+02,-1.069598007E+01
      6200, 8.719748259E-01,-3.621872887E-02, 3.105351143E-02, 1.362528534E+02,-1.062660217E+01
      6201, 9.601723552E-01,-3.621872887E-02, 2.735694870E-02, 1.365221405E+02,-1.055975819E+01
      6202,-1.006652355E+00,-3.614304587E-02,-1.058823094E-01, 1.140823212E+02,-9.081485748E+01
      6203,-2.538674474E-01,-3.611642495E-02, 2.949485369E-02, 1.345446320E+02, 1.359164238E+01
      6204,-3.242987096E-01,-3.605136648E-02,-3.367070481E-02, 1.352726593E+02, 1.418215847E+01
      6205,-2.943050563E-01,-3.598603979E-02,-5.005302839E-03, 1.357662964E+02, 1.398875618E+01
      6206,-7.587598264E-02,-3.595139831E-02, 2.126222998E-01, 1.225441742E+02, 1.017863083E+01
      6207,-1.065691233E+00,-3.593899682E-02, 3.214381933E-01, 1.064774780E+02,-4.247629166E+01
      6208,-3.142854571E-01,-3.591246530E-02,-2.375176549E-02, 1.352619019E+02, 1.415068531E+01
      6209,-3.042878807E-01,-3.588454798E-02,-1.408022549E-02, 1.357720642E+02, 1.410533333E+01
      6210,-1.396912783E-01,-3.587780520E-02, 1.354587376E-01, 1.279983749E+02, 1.198771000E+01
      6211,-1.920309067E-01,-3.586501256E-02, 8.450198174E-02, 1.313597412E+02, 1.285558891E+01
      6212,-2.333119661E-01,-3.581717610E-02, 4.746995866E-02, 1.336073303E+02, 1.338364983E+01
      6213,-1.078996956E-01,-3.579094633E-02, 1.706677973E-01, 1.255586319E+02, 1.127869987E+01
      6214,-2.127031088E-01,-3.572498634E-02, 6.575028598E-02, 1.325343475E+02, 1.313982010E+01
      6215,-1.003237605E+00,-3.560790420E-02,-1.853309125E-01, 1.168150482E+02,-9.551019287E+01
      6216,-2.638332546E-01,-3.556099534E-02, 2.091331407E-02, 1.347307434E+02, 1.369950008E+01
      6217,-3.268479928E-02,-3.535730392E-02, 2.827278078E-01, 1.172857590E+02, 7.080440044E+00
      6218,-1.605786830E-01,-3.522505984E-02, 1.144667715E-01, 1.293576660E+02, 1.240479565E+01
      6219,-2.738086283E-01,-3.516551480E-02, 1.236246899E-02, 1.349121704E+02, 1.379745102E+01
      6220,-1.000133276E+00,-3.512141481E-02,-2.694715858E-01, 1.199121399E+02,-9.985160065E+01
      6221,-2.432941347E-01,-3.507217020E-02, 3.880372271E-02, 1.338904572E+02, 1.351571560E+01
      6222,-3.138381243E-01,-3.495300189E-02,-2.345347218E-02, 1.345418549E+02, 1.410501575E+01
      6223,-2.837964892E-01,-3.491927311E-02, 3.961017821E-03, 1.351377106E+02, 1.389406013E+01
      6224,-1.140747547E+00,-3.491458297E-02, 2.681460977E-01, 1.164891281E+02,-2.430970383E+01
      6225,-6.503946334E-02,-3.489233926E-02, 2.293265462E-01, 1.212770233E+02, 9.740620613E+00
      6226,-1.289491653E-01,-3.485172614E-02, 1.470518261E-01, 1.271454086E+02, 1.183223820E+01
      6227,-1.813663244E-01,-3.483351320E-02, 9.455990791E-02, 1.306353760E+02, 1.275330734E+01
      6228,-3.038110435E-01,-3.482126445E-02,-1.343852747E-02, 1.345430756E+02, 1.403465366E+01
      6229,-2.937973738E-01,-3.480793163E-02,-4.365638364E-03, 1.351095886E+02, 1.397608280E+01
      6230,-1.057624578E+00,-3.480365127E-02, 3.231473863E-01, 1.048126602E+02,-4.604177094E+01
      6231,-2.227114439E-01,-3.477844968E-02, 5.693476275E-02, 1.329365540E+02, 1.330205917E+01
      6232,-9.711292386E-02,-3.474811092E-02, 1.842241585E-01, 1.245426331E+02, 1.105898380E+01
      6233,-2.020730227E-01,-3.469321132E-02, 7.545762509E-02, 1.318408813E+02, 1.304960918E+01
      6234,-9.973111153E-01,-3.467914835E-02,-3.565475941E-01, 1.232602158E+02,-1.037536087E+02
      6235,-2.532834411E-01,-3.450809047E-02, 3.015873209E-02, 1.340818939E+02, 1.362612820E+01
      6236,-2.179011144E-02,-3.428766131E-02, 3.032040596E-01, 1.156716537E+02, 5.760389805E+00
      6237,-9.947456121E-01,-3.427708894E-02,-4.454988241E-01, 1.268185196E+02,-1.072316513E+02
      6238,-1.400010943E+00,-3.425500914E-02, 1.110423580E-01, 1.303367462E+02,-1.279345989E+01
      6239,-1.498760432E-01,-3.419132903E-02, 1.253057420E-01, 1.285666809E+02, 1.227691936E+01
      6240,-2.632811964E-01,-3.410729393E-02, 2.152927592E-02, 1.342687073E+02, 1.372546005E+01
      6241,-2.327208221E-01,-3.402791545E-02, 4.817381874E-02, 1.332290039E+02, 1.343810463E+01
      6242,-9.924132824E-01,-3.391158208E-02,-5.349767208E-01, 1.305168762E+02,-1.102975464E+02
      6243,-3.033775389E-01,-3.385464102E-02,-1.312456559E-02, 1.338200073E+02, 1.398672867E+01
      6244,-2.732878923E-01,-3.385251015E-02, 1.292737760E-02, 1.345043335E+02, 1.382083225E+01
      6245,-5.420124903E-02,-3.381747007E-02, 2.473550737E-01, 1.198975220E+02, 9.188781738E+00
      6246,-1.182047278E-01,-3.381288424E-02, 1.591722369E-01, 1.262484283E+02, 1.166486263E+01
      6247,-1.707017422E-01,-3.380201384E-02, 1.048385054E-01, 1.298916168E+02, 1.264517117E+01
      6248,-1.050291181E+00,-3.377151862E-02, 3.204756975E-01, 1.032709198E+02,-4.986507416E+01
      6249,-1.241962075E+00,-3.374064714E-02, 1.833236068E-01, 1.244803925E+02,-1.664060020E+01
      6250,-2.121100575E-01,-3.373708948E-02, 6.650403142E-02, 1.322549438E+02, 1.321786118E+01
      6251,-2.933358252E-01,-3.373692930E-02,-3.777810140E-03, 1.338788452E+02, 1.390169811E+01
      6252,-2.833059430E-01,-3.373340145E-02, 4.502567928E-03, 1.344844666E+02, 1.388395405E+01
      6253,-8.632494509E-02,-3.368037194E-02, 1.988616437E-01, 1.234385071E+02, 1.079712582E+01
      6254,-1.914418936E-01,-3.365790844E-02, 8.532162756E-02, 1.311327057E+02, 1.295554543E+01
      6255,-9.902929664E-01,-3.357930109E-02,-6.227663755E-01, 1.343313751E+02,-1.130032959E+02
      6256,-2.427334189E-01,-3.345470130E-02, 3.945358843E-02, 1.334264221E+02, 1.355164337E+01
      6257,-9.883654118E-01,-3.327722847E-02,-7.065009475E-01, 1.382591400E+02,-1.153934708E+02
      6258,-1.089505386E-02,-3.322020918E-02, 3.229412138E-01, 1.141405487E+02, 3.820915222E+00
      6259,-1.391733885E-01,-3.315759823E-02, 1.364990026E-01, 1.277458191E+02, 1.213968277E+01
      6260,-1.126437187E+00,-3.312695399E-02, 2.871119082E-01, 1.145393448E+02,-2.611219597E+01
      6261,-2.527525127E-01,-3.304596618E-02, 3.076179698E-02, 1.336170959E+02, 1.365321541E+01
      6262,-9.866130948E-01,-3.300261870E-02,-7.871330976E-01, 1.421002655E+02,-1.173826904E+02
      6263,-2.221462280E-01,-3.297998384E-02, 5.762632191E-02, 1.325578613E+02, 1.335857391E+01
      6264,-1.043624520E+00,-3.283321857E-02, 3.128260076E-01, 1.018887177E+02,-5.394103241E+01
      6265,-2.627793252E-01,-3.278574347E-02, 2.208874933E-02, 1.338580627E+02, 1.375006390E+01
      6266,-1.074602827E-01,-3.277404234E-02, 1.719407439E-01, 1.252965851E+02, 1.148431492E+01
      6267,-1.600365788E-01,-3.276820481E-02, 1.153771058E-01, 1.291251678E+02, 1.253046513E+01
      6268,-2.929162383E-01,-3.276328743E-02,-3.503208514E-03, 1.331513977E+02, 1.385170078E+01
      6269,-9.850201011E-01,-3.275296837E-02,-8.639744520E-01, 1.456511383E+02,-1.188879700E+02
      6270,-4.336296022E-02,-3.274155781E-02, 2.668897808E-01, 1.183879242E+02, 8.474511147E+00
      6271,-2.015086859E-01,-3.269573301E-02, 7.620253414E-02, 1.315610199E+02, 1.313048458E+01
      6272,-2.728145123E-01,-3.265886754E-02, 1.344547514E-02, 1.338499603E+02, 1.381312370E+01
      6273,-2.828599811E-01,-3.265533596E-02, 4.988188855E-03, 1.332526855E+02, 1.381173134E+01
      6274,-1.808093488E-01,-3.261748701E-02, 9.537514299E-02, 1.304070740E+02, 1.285711288E+01
      6275,-7.553694397E-02,-3.261246905E-02, 2.146765739E-01, 1.222406921E+02, 1.046937180E+01
      6276,-9.835718870E-01,-3.252601996E-02,-9.376713037E-01, 1.488250885E+02,-1.199507446E+02
      6277,-2.321834117E-01,-3.240131214E-02, 4.881092906E-02, 1.327634888E+02, 1.347563553E+01
      6278,-1.590767145E+00,-3.239446506E-02, 6.978413463E-02, 1.334802246E+02,-1.116260624E+01
      6279,-9.822553992E-01,-3.231969848E-02,-1.004960060E+00, 1.518360596E+02,-1.208396225E+02
      6280, 2.357872120E-09,-3.215275332E-02, 3.400815427E-01, 1.127670517E+02, 1.698861241E+00
      6281, 1.000002376E-03,-3.215275332E-02, 3.410303295E-01, 1.126875916E+02, 1.487643003E+00
      6282, 2.100002253E-03,-3.215275332E-02, 3.418833017E-01, 1.126176224E+02, 1.207798481E+00
      6283, 3.310002387E-03,-3.215275332E-02, 3.426933885E-01, 1.125530167E+02, 8.855344653E-01
      6284, 4.641002510E-03,-3.215275332E-02, 3.433787823E-01, 1.124980774E+02, 5.245108604E-01
      6285, 6.105102133E-03,-3.215275332E-02, 3.438827693E-01, 1.124571075E+02, 1.233840585E-01
      6286, 7.715612184E-03,-3.215275332E-02, 3.441298902E-01, 1.124358368E+02,-3.200819790E-01
      6287, 9.487173520E-03,-3.215275332E-02, 3.440299928E-01, 1.124412460E+02,-8.077369928E-01
      6288, 1.143589057E-02,-3.215275332E-02, 3.434770107E-01, 1.124815140E+02,-1.340343714E+00
      6289, 1.357947942E-02,-3.215275332E-02, 3.423521221E-01, 1.125658569E+02,-1.917003989E+00
      6290, 1.593742706E-02,-3.215275332E-02, 3.405281305E-01, 1.127040787E+02,-2.534655333E+00
      6291, 1.853116974E-02,-3.215275332E-02, 3.378790319E-01, 1.129058533E+02,-3.187647104E+00
      6292, 2.138428576E-02,-3.215275332E-02, 3.342922628E-01, 1.131796951E+02,-3.867600918E+00
      6293, 2.452271432E-02,-3.215275332E-02, 3.296822906E-01, 1.135319901E+02,-4.563672066E+00
      6294, 2.797498554E-02,-3.215275332E-02, 3.240022659E-01, 1.139659424E+02,-5.263232708E+00
      6295, 3.177248314E-02,-3.215275332E-02, 3.172524571E-01, 1.144810028E+02,-5.952929020E+00
      6296, 3.594973311E-02,-3.215275332E-02, 3.094809651E-01, 1.150729218E+02,-6.619979382E+00
      6297, 4.054470360E-02,-3.215275332E-02, 3.007764220E-01, 1.157343063E+02,-7.253297806E+00
      6298, 4.559917375E-02,-3.215275332E-02, 2.912565768E-01, 1.164552765E+02,-7.844115257E+00
      6299, 5.115909129E-02,-3.215275332E-02, 2.810563743E-01, 1.172247620E+02,-8.386368752E+00
      6300, 5.727500096E-02,-3.215275332E-02, 2.703173161E-01, 1.180313339E+02,-8.876684189E+00
      6301, 6.400249898E-02,-3.215275332E-02, 2.591747046E-01, 1.188641663E+02,-9.313961983E+00
      6302, 7.140275091E-02,-3.215275332E-02, 2.477518022E-01, 1.197132111E+02,-9.698942184E+00
      6303, 7.954302430E-02,-3.215275332E-02, 2.361592054E-01, 1.205690536E+02,-1.003373623E+01
      6304, 8.849732578E-02,-3.215275332E-02, 2.244933099E-01, 1.214234085E+02,-1.032152462E+01
      6305, 9.834706038E-02,-3.215275332E-02, 2.128227502E-01, 1.222693405E+02,-1.056444645E+01
      6306, 1.091817692E-01,-3.215275332E-02, 2.012213767E-01, 1.231015930E+02,-1.076577663E+01
      6307, 1.210999414E-01,-3.215275332E-02, 1.897521913E-01, 1.239215240E+02,-1.093173218E+01
      6308, 1.342099458E-01,-3.215275332E-02, 1.784306020E-01, 1.247348785E+02,-1.106483746E+01
      6309, 1.486309320E-01,-3.215275332E-02, 1.673295796E-01, 1.255362167E+02,-1.117058563E+01
      6310, 1.644940227E-01,-3.215275332E-02, 1.564553678E-01, 1.262967682E+02,-1.124844170E+01
      6311, 1.819434315E-01,-3.215275332E-02, 1.458638459E-01, 1.269441223E+02,-1.128817368E+01
      6312, 2.011377662E-01,-3.215275332E-02, 1.357547492E-01, 1.273782654E+02,-1.128629112E+01
      6313, 2.222515494E-01,-3.215275332E-02, 1.260608137E-01, 1.275379486E+02,-1.124200344E+01
      6314, 2.454767078E-01,-3.215275332E-02, 1.166302860E-01, 1.274981384E+02,-1.116867161E+01
      6315, 2.710243762E-01,-3.215275332E-02, 1.074240804E-01, 1.274710236E+02,-1.109279728E+01
      6316, 2.991268039E-01,-3.215275332E-02, 9.864296764E-02, 1.277075348E+02,-1.103740978E+01
      6317, 3.300395012E-01,-3.215275332E-02, 9.027832001E-02, 1.284166412E+02,-1.102051258E+01
      6318, 3.640434444E-01,-3.215275332E-02, 8.230281621E-02, 1.296360779E+02,-1.103902245E+01
      6319, 4.014477730E-01,-3.215275332E-02, 7.491299510E-02, 1.311628723E+02,-1.106638145E+01
      6320, 4.425925612E-01,-3.215275332E-02, 6.798340380E-02, 1.326436768E+02,-1.107700253E+01
      6321, 4.878518283E-01,-3.215275332E-02, 6.147667021E-02, 1.337931366E+02,-1.105724144E+01
      6322, 5.376369953E-01,-3.215275332E-02, 5.538126081E-02, 1.345435944E+02,-1.100761318E+01
      6323, 5.924006701E-01,-3.215275332E-02, 4.969395697E-02, 1.350080261E+02,-1.093775463E+01
      6324, 6.526407599E-01,-3.215275332E-02, 4.440365359E-02, 1.353439178E+02,-1.086081123E+01
      6325, 7.189048529E-01,-3.215275332E-02, 3.953605518E-02, 1.356515198E+02,-1.078379536E+01
      6326, 7.917953134E-01,-3.215275332E-02, 3.507569432E-02, 1.359599915E+02,-1.070905304E+01
      6327, 8.719748259E-01,-3.215275332E-02, 3.099369816E-02, 1.362587891E+02,-1.063836479E+01
      6328, 9.601723552E-01,-3.215275332E-02, 2.730636857E-02, 1.365323486E+02,-1.056966686E+01
      6329,-1.789871693E+00,-3.213962168E-02, 4.734532535E-02, 1.351390991E+02,-1.047228622E+01
      6330,-9.810585380E-01,-3.213213384E-02,-1.065103173E+00, 1.549643555E+02,-1.217497711E+02
      6331,-1.284705400E-01,-3.212285042E-02, 1.481064260E-01, 1.268894882E+02, 1.199338436E+01
      6332,-2.422236949E-01,-3.198427334E-02, 4.004364461E-02, 1.329588470E+02, 1.357990646E+01
      6333,-1.037563920E+00,-3.198021650E-02, 2.996570468E-01, 1.007013245E+02,-5.825980759E+01
      6334,-9.799704552E-01,-3.196162358E-02,-1.118803978E+00, 1.580661011E+02,-1.224899292E+02
      6335,-2.115709335E-01,-3.192991391E-02, 6.718496233E-02, 1.318755646E+02, 1.327666187E+01
      6336,-9.789813161E-01,-3.180661052E-02,-1.172802806E+00, 1.596363831E+02,-1.235975800E+02
      6337,-1.493695825E-01,-3.172644228E-02, 1.262217313E-01, 1.283318939E+02, 1.240867138E+01
      6338,-9.671705216E-02,-3.172363341E-02, 1.855881810E-01, 1.242688446E+02, 1.128472710E+01
      6339,-2.522698641E-01,-3.171676397E-02, 3.130898252E-02, 1.332040710E+02, 1.367886066E+01
      6340,-2.824545503E-01,-3.167527542E-02, 5.210084841E-03, 1.325213623E+02, 1.376236534E+01
      6341,-3.252467141E-02,-3.166564554E-02, 2.879651487E-01, 1.167369003E+02, 7.511639595E+00
      6342,-1.909064353E-01,-3.165144846E-02, 8.605948091E-02, 1.308519897E+02, 1.303961086E+01
      6343,-2.623230815E-01,-3.158433735E-02, 2.260471135E-02, 1.332013702E+02, 1.374344730E+01
      6344,-1.701767892E-01,-3.157706559E-02, 1.056521386E-01, 1.296617737E+02, 1.275335979E+01
      6345,-2.723841369E-01,-3.157374263E-02, 1.391651761E-02, 1.326122894E+02, 1.374271679E+01
      6346,-6.474863738E-02,-3.154742345E-02, 2.317299247E-01, 1.209409027E+02, 1.005741596E+01
      6347,-1.113427758E+00,-3.150183707E-02, 3.058051169E-01, 1.125080490E+02,-2.808792114E+01
      6348,-2.216323912E-01,-3.134501353E-02, 5.825170502E-02, 1.320906830E+02, 1.339788723E+01
      6349,-1.218880415E+00,-3.122021630E-02, 2.014833242E-01, 1.229527588E+02,-1.758353043E+01
      6350,-1.032054305E+00,-3.120476007E-02, 2.804880142E-01, 9.974144745E+01,-6.280831528E+01
      6351,-1.177656800E-01,-3.107712418E-02, 1.602473557E-01, 1.259889221E+02, 1.183705235E+01
      6352,-2.316948771E-01,-3.092258237E-02, 4.938897863E-02, 1.322930756E+02, 1.350523090E+01
      6353,-2.009956539E-01,-3.087984398E-02, 7.687462121E-02, 1.311806488E+02, 1.319187260E+01
      6354,-1.362781405E+00,-3.077166900E-02, 1.244603321E-01, 1.293009033E+02,-1.327260685E+01
      6355,-1.387026012E-01,-3.068467975E-02, 1.374230385E-01, 1.275084839E+02, 1.227845669E+01
      6356,-8.597289026E-02,-3.065042756E-02, 2.004048675E-01, 1.231461945E+02, 1.104415989E+01
      6357,-2.417602986E-01,-3.064752370E-02, 4.057870060E-02, 1.325433502E+02, 1.360663223E+01
      6358,-1.803030074E-01,-3.060291521E-02, 9.610791504E-02, 1.301250916E+02, 1.294474602E+01
      6359,-2.168335766E-02,-3.059435077E-02, 3.101325035E-01, 1.149744873E+02, 6.192965984E+00
      6360,-2.719928920E-01,-3.058726154E-02, 1.413429063E-02, 1.318762054E+02, 1.369399738E+01
      6361,-1.595437527E-01,-3.053469956E-02, 1.161916554E-01, 1.288934174E+02, 1.264363956E+01
      6362,-2.518310845E-01,-3.050839901E-02, 3.181410208E-02, 1.325449677E+02, 1.367318535E+01
      6363,-1.027045488E+00,-3.049980104E-02, 2.549400926E-01, 9.903653717E+01,-6.756338501E+01
      6364,-2.619082928E-01,-3.049214743E-02, 2.307529002E-02, 1.319562836E+02, 1.367345810E+01
      6365,-5.395883322E-02,-3.046875261E-02, 2.502312958E-01, 1.195177307E+02, 9.537038803E+00
      6366,-2.110808194E-01,-3.028702363E-02, 6.780014187E-02, 1.314065399E+02, 1.331797981E+01
      6367,-1.070608124E-01,-3.003139794E-02, 1.730417013E-01, 1.250322495E+02, 1.167182732E+01
      6368,-1.101600885E+00,-3.002445959E-02, 3.239150643E-01, 1.104047699E+02,-3.024712372E+01
      6369,-1.022492051E+00,-2.985892817E-02, 2.227675021E-01, 9.861177063E+01,-7.248503876E+01
